path	line	occurrence	category
docs/migrations/2026-05-cursor-namespace.md	102	~/.claude	keep:migration-doc
docs/operations/org-portability.md	35	~/.claude	keep:legacy-fallback
docs/operations/org-portability.md	58	~/.claude	keep:legacy-fallback
docs/operations/org-portability.md	62	~/.claude	keep:legacy-fallback
docs/operations/git-workflow.md	13	~/.claude	keep:legacy-fallback
docs/operations/setup.md	31	~/.claude	keep:legacy-fallback
docs/operations/setup.md	33	~/.claude	keep:legacy-fallback
docs/operations/setup.md	36	~/.claude	keep:legacy-fallback
docs/operations/setup.md	41	~/.claude	keep:legacy-fallback
docs/operations/setup.md	51	~/.claude	keep:legacy-fallback
skills-local/README.md	5	~/.claude	convert
skills-local/README.md	9	~/.claude	convert
skills-local/README.md	12	~/.claude	convert
skills/ccgram-management/SKILL.md	17	~/.claude	keep:harness-owned
skills/self-improvement/SKILL.md	54	~/.claude	convert
skills/self-improvement/SKILL.md	55	~/.claude	convert
skills/self-improvement/SKILL.md	56	~/.claude	convert
skills/self-improvement/SKILL.md	57	~/.claude	convert
skills/self-improvement/SKILL.md	58	~/.claude	convert
skills/self-improvement/SKILL.md	59	~/.claude	convert
skills/self-improvement/SKILL.md	63	~/.claude	keep:harness-owned
skills/self-improvement/SKILL.md	101	~/.claude	convert
skills/self-improvement/policy.md	79	~/.claude	convert
skills/self-improvement/policy.md	107	~/.claude	convert
skills/self-improvement/policy.md	108	~/.claude	convert
skills/self-improvement/policy.md	109	~/.claude	convert
skills/self-improvement/policy.md	138	~/.claude	convert
skills/self-improvement/policy.md	204	~/.claude	convert
skills/overcome-difficulty/SKILL.md	51	~/.claude	keep:harness-owned
skills/overcome-difficulty/SKILL.md	115	~/.claude	convert
skills/overcome-difficulty/SKILL.md	123	~/.claude	convert
skills/overcome-difficulty/policy.md	7	~/.claude	convert
skills/overcome-difficulty/policy.md	12	~/.claude	convert
skills/overcome-difficulty/policy.md	37	~/.claude	convert
skills/overcome-difficulty/policy.md	56	~/.claude	convert
skills/overcome-difficulty/policy.md	57	~/.claude	keep:harness-owned
skills/specializations/planner/SKILL.md	23	~/.claude	convert
skills/specializations/planner/SKILL.md	59	~/.claude	convert
skills/specializations/planner/SKILL.md	79	~/.claude	convert
skills/specializations/planner/SKILL.md	107	~/.claude	convert
skills/specializations/planner/SKILL.md	121	~/.claude	convert
skills/specializations/planner/SKILL.md	125	~/.claude	convert
skills/specializations/code-reviewer/SKILL.md	21	~/.claude	convert
skills/specializations/code-reviewer/SKILL.md	23	~/.claude	convert
skills/specializations/developer/SKILL.md	40	~/.claude	convert
skills/specializations/developer/SKILL.md	42	~/.claude	convert
skills/specializations/developer/SKILL.md	50	~/.claude	convert
skills/specializations/developer/SKILL.md	54	~/.claude	convert
skills/specializations/developer/SKILL.md	55	~/.claude	convert
skills/specializations/developer/SKILL.md	60	~/.claude	convert
skills/specializations/developer/SKILL.md	90	~/.claude	convert
skills/specializations/developer/SKILL.md	97	~/.claude	convert
skills/specializations/_shared/marker-protocol.md	17	~/.claude	convert
settings/README.md	4	~/.claude	convert
settings/README.md	18	~/.claude	convert
memory-global/leaves/doubt-own-snapshot.md	26	~/.claude	convert
memory-global/leaves/recording-experience.md	25	~/.claude	convert
memory-global/leaves/recording-experience.md	35	~/.claude	convert
memory-global/leaves/acting-without-asking.md	146	~/.claude	convert
memory-global/leaves/acting-without-asking.md	150	~/.claude	convert
memory-global/leaves/acting-without-asking.md	151	~/.claude	convert
memory-global/leaves/acting-without-asking.md	152	~/.claude	convert
memory-global/leaves/reasoning-and-task-solving.md	32	~/.claude	convert
memory-global/leaves/reasoning-and-task-solving.md	40	~/.claude	convert
memory-global/leaves/handling-escalations.md	35	~/.claude	convert
memory-global/leaves/tests-accompany-code.md	32	~/.claude	convert
memory-global/leaves/tests-accompany-code.md	33	~/.claude	convert
memory-global/leaves/experience/2026-07-01-additive-settings-merge-cannot-prune-install-time-invariant.md	21	~/.claude	keep:historical-experience
memory-global/leaves/experience/2026-07-01-additive-settings-merge-cannot-prune-install-time-invariant.md	27	~/.claude	keep:historical-experience
memory-global/leaves/experience/2026-07-01-additive-settings-merge-cannot-prune-install-time-invariant.md	32	~/.claude	keep:historical-experience
memory-global/leaves/experience/2026-06-27-stub-mechanism-not-deployable-until-caller-cli-onboarding.md	19	~/.claude	keep:historical-experience
memory-global/leaves/experience/2026-07-02-spawn-sandbox-excludes-declared-stage-material.md	8	~/.claude	keep:historical-experience
memory-global/leaves/experience/2026-07-02-spawn-sandbox-excludes-declared-stage-material.md	26	~/.claude	keep:historical-experience
memory-global/leaves/experience/2026-06-29-agentctl-verify-venue-worktree-needs-substantive-replan.md	31	~/.claude	keep:historical-experience
memory-global/leaves/experience/2026-06-29-agentctl-verify-venue-worktree-needs-substantive-replan.md	38	~/.claude	keep:historical-experience
memory-global/leaves/experience/2026-06-29-agentctl-verify-venue-worktree-needs-substantive-replan.md	54	~/.claude	keep:historical-experience
memory-global/leaves/experience/2026-06-29-agentctl-verify-venue-worktree-needs-substantive-replan.md	61	~/.claude	keep:historical-experience
memory-global/leaves/experience/2026-06-29-agentctl-verify-venue-worktree-needs-substantive-replan.md	87	~/.claude	keep:historical-experience
memory-global/leaves/experience/2026-06-24-gate-exemption-is-category-error-for-result-images.md	15	~/.claude	keep:historical-experience
memory-global/leaves/experience/2026-05-24-silent-architectural-decision-config-as-file.md	23	~/.claude	keep:historical-experience
memory-global/leaves/experience/2026-06-11-project-memory-migrate-existing-native.md	3	~/.claude	keep:historical-experience
memory-global/leaves/experience/2026-06-11-project-memory-migrate-existing-native.md	25	~/.claude	keep:historical-experience
memory-global/leaves/experience/2026-07-01-2026-07-01-engine-spawn-proc-tree-macos-and-rm-empty-var.md	3	$HOME/.claude	keep:historical-experience
memory-global/leaves/experience/2026-07-01-2026-07-01-engine-spawn-proc-tree-macos-and-rm-empty-var.md	13	~/.claude	keep:historical-experience
memory-global/leaves/experience/2026-06-29-resume-paused-task-isolated-worktree-pinned-sha.md	27	~/.claude	keep:historical-experience
memory-global/leaves/experience/2026-06-29-resume-paused-task-isolated-worktree-pinned-sha.md	34	~/.claude	keep:historical-experience
memory-global/leaves/experience/MEMORY.md	3	~/.claude	keep:historical-experience
memory-global/leaves/experience/MEMORY.md	16	~/.claude	keep:historical-experience
memory-global/leaves/experience/MEMORY.md	19	~/.claude	keep:historical-experience
memory-global/leaves/experience/MEMORY.md	19	$HOME/.claude	keep:historical-experience
memory-global/leaves/experience/MEMORY.md	19	~/.claude	keep:historical-experience
memory-global/leaves/experience/MEMORY.md	21	~/.claude	keep:historical-experience
memory-global/leaves/experience/MEMORY.md	21	$HOME/.claude	keep:historical-experience
memory-global/leaves/experience/MEMORY.md	46	~/.claude	keep:historical-experience
memory-global/leaves/experience/2026-06-30-mechanize-subdifficulty-extraction-and-audit.md	33	~/.claude	keep:historical-experience
memory-global/leaves/experience/2026-07-02-dead-spawn-scope-file-blocks-next-writer.md	3	~/.claude	keep:historical-experience
memory-global/leaves/experience/2026-07-02-dead-spawn-scope-file-blocks-next-writer.md	26	~/.claude	keep:historical-experience
memory-global/leaves/experience/2026-07-02-dead-spawn-scope-file-blocks-next-writer.md	27	~/.claude	keep:historical-experience
memory-global/leaves/experience/2026-07-02-dead-spawn-scope-file-blocks-next-writer.md	31	~/.claude	keep:historical-experience
memory-global/leaves/experience/2026-06-04-org-specific-vs-global-placement.md	23	~/.claude	keep:historical-experience
memory-global/leaves/experience/2026-07-01-isolate-tool-config-root-per-root-auth.md	3	~/.claude	keep:historical-experience
memory-global/leaves/experience/2026-07-01-isolate-tool-config-root-per-root-auth.md	3	$HOME/.claude	keep:historical-experience
memory-global/leaves/experience/2026-07-01-isolate-tool-config-root-per-root-auth.md	3	~/.claude	keep:historical-experience
memory-global/leaves/experience/2026-07-01-isolate-tool-config-root-per-root-auth.md	21	~/.claude	keep:historical-experience
memory-global/leaves/experience/2026-07-01-isolate-tool-config-root-per-root-auth.md	21	~/.claude	keep:historical-experience
memory-global/leaves/experience/2026-07-01-isolate-tool-config-root-per-root-auth.md	25	~/.claude	keep:historical-experience
memory-global/leaves/experience/2026-07-01-isolate-tool-config-root-per-root-auth.md	40	~/.claude	keep:historical-experience
memory-global/leaves/experience/2026-07-01-isolate-tool-config-root-per-root-auth.md	40	~/.claude	keep:historical-experience
memory-global/leaves/principles/option-space-spans-axes-from-functional-ground.md	46	~/.claude	convert
memory-global/leaves/principles/result-checked-against-its-result-image.md	46	~/.claude	convert
memory-global/leaves/principles/coordinator-executes-through-specialists.md	43	~/.claude	convert
memory-global/leaves/claude-code-settings-env-precedence.md	11	~/.claude	convert
memory-global/leaves/claude-code-settings-env-precedence.md	19	~/.claude	convert
memory-global/leaves/claude-code-settings-env-precedence.md	20	~/.claude	convert
memory-global/leaves/claude-code-settings-env-precedence.md	26	~/.claude	convert
memory-global/leaves/claude-code-settings-env-precedence.md	35	~/.claude	keep:harness-owned
memory-global/leaves/claude-code-settings-env-precedence.md	44	~/.claude	convert
memory-global/leaves/landing-discipline.md	36	~/.claude	convert
memory-global/leaves/spine-fallback.md	30	~/.claude	convert
memory-global/leaves/token-economy-plan.md	30	~/.claude	keep:harness-owned
memory-global/leaves/token-economy-plan.md	66	~/.claude	keep:harness-owned
memory-global/leaves/specialization-skill-usage-tracking.md	11	~/.claude	convert
memory-global/leaves/specialization-skill-usage-tracking.md	34	~/.claude	keep:harness-owned
memory-global/leaves/specialization-skill-usage-tracking.md	65	~/.claude	keep:harness-owned
memory-global/leaves/skill-catalog-curation.md	17	~/.claude	convert
memory-global/leaves/skill-catalog-curation.md	17	~/.claude	convert
memory-global/leaves/skill-catalog-curation.md	19	~/.claude	convert
memory-global/leaves/skill-catalog-curation.md	44	~/.claude	convert
memory-global/leaves/capability-before-offload.md	31	~/.claude	convert
memory-global/leaves/coordinator-pitfalls.md	24	~/.claude	convert
memory-global/leaves/coordinator-pitfalls.md	29	~/.claude	keep:harness-owned
memory-global/leaves/coordinator-pitfalls.md	47	~/.claude	convert
memory-global/leaves/log-reading-discipline.md	39	~/.claude	convert
memory-global/leaves/plan-file-split.md	11	~/.claude	convert
memory-global/leaves/plan-file-split.md	28	~/.claude	convert
memory-global/leaves/plan-file-split.md	29	~/.claude	convert
memory-global/leaves/plan-file-split.md	30	~/.claude	convert
memory-global/leaves/plan-file-split.md	31	~/.claude	convert
memory-global/leaves/plan-file-split.md	32	~/.claude	convert
memory-global/leaves/plan-file-split.md	90	~/.claude	convert
memory-global/leaves/plan-file-split.md	91	~/.claude	convert
memory-global/leaves/systemic-pattern-scan.md	94	~/.claude	convert
memory-global/leaves/systemic-pattern-scan.md	95	~/.claude	convert
memory-global/leaves/systemic-pattern-scan.md	96	~/.claude	convert
memory-global/leaves/systemic-pattern-scan.md	97	~/.claude	convert
memory-global/leaves/partition-markers.md	42	~/.claude	convert
memory-global/leaves/spawning-specialists.md	29	~/.claude	convert
memory-global/leaves/spawning-specialists.md	54	~/.claude	keep:harness-owned
memory-global/leaves/outcome-format.md	34	~/.claude	convert
memory-global/leaves/instruction-dev-queues.md	49	~/.claude	convert
memory-global/leaves/autocompact-threshold-policy.md	14	~/.claude	convert
memory-global/leaves/autocompact-threshold-policy.md	56	~/.claude	convert
memory-global/leaves/system-knowledge/prewrite-hook-retirement-criterion.md	21	~/.claude	convert
memory-global/leaves/system-knowledge/prewrite-hook-retirement-criterion.md	30	~/.claude	convert
memory-global/leaves/system-knowledge/instructions-repo-layout.md	109	~/.claude	keep:legacy-fallback
memory-global/leaves/system-knowledge/MEMORY.md	29	~/.claude	convert
memory-global/leaves/system-knowledge/harness-read-dedup.md	18	~/.claude	convert
memory-global/leaves/system-knowledge/harness-read-dedup.md	26	~/.claude	keep:harness-owned
memory-global/leaves/system-knowledge/harness-read-dedup.md	45	~/.claude	keep:harness-owned
memory-global/leaves/system-knowledge/cross-session-scope-isolation.md	22	~/.claude	convert
memory-global/leaves/system-knowledge/cross-session-scope-isolation.md	24	$HOME/.claude	keep:legacy-fallback
memory-global/leaves/subagent-resume-and-transcripts.md	21	~/.claude	convert
memory-global/leaves/subagent-resume-and-transcripts.md	28	~/.claude	keep:harness-owned
memory-global/leaves/subagent-resume-and-transcripts.md	51	~/.claude	convert
memory-global/MEMORY.md	5	~/.claude	convert
memory-global/MEMORY.md	54	~/.claude	keep:harness-owned
memory-global/MEMORY.md	78	~/.claude	convert
cursor/README.md	8	~/.claude	convert
cursor/agents/thinker-spawn.md	3	~/.claude	convert
cursor/agents/thinker-spawn.md	9	~/.claude	convert
cursor/agents/thinker-spawn.md	11	~/.claude	convert
cursor/agents/README.md	8	~/.claude	convert
cursor/agents/planner-spawn.md	3	~/.claude	convert
cursor/agents/planner-spawn.md	9	~/.claude	convert
cursor/agents/planner-spawn.md	11	~/.claude	convert
cursor/agents/developer-spawn.md	3	~/.claude	convert
cursor/agents/developer-spawn.md	9	~/.claude	convert
cursor/agents/developer-spawn.md	11	~/.claude	convert
cursor/scripts/install-cursor-links.sh	35	~/.claude	keep:code-governed-by-S2
cursor/rules/claude-code-sync.mdc	2	~/.claude	convert
cursor/rules/claude-code-sync.mdc	8	~/.claude	convert
cursor/rules/claude-code-sync.mdc	8	~/.claude	convert
cursor/rules/claude-code-sync.mdc	30	~/.claude	convert
cursor/rules/claude-code-sync.mdc	30	~/.claude	convert
cursor/rules/claude-code-sync.mdc	45	~/.claude	convert
cursor/rules/claude-code-sync.mdc	55	~/.claude	convert
cursor/rules/claude-code-sync.mdc	59	~/.claude	convert
cursor/rules/claude-code-sync.mdc	63	~/.claude	convert
cursor/rules/claude-code-sync.mdc	71	~/.claude	convert
cursor/rules/claude-code-sync.mdc	81	~/.claude	convert
cursor/rules/claude-code-sync.mdc	93	~/.claude	convert
cursor/rules/claude-code-sync.mdc	101	~/.claude	convert
cursor/rules/claude-code-sync.mdc	109	~/.claude	convert
cursor/rules/claude-code-sync.mdc	113	~/.claude	convert
cursor/rules/claude-code-sync.mdc	113	~/.claude	convert
cursor/rules/claude-code-sync.mdc	115	~/.claude	convert
cursor/rules/claude-code-sync.mdc	115	~/.claude	convert
cursor/rules/claude-code-sync.mdc	125	~/.claude	convert
cursor/rules/claude-code-sync.mdc	126	~/.claude	convert
cursor/rules/claude-code-sync.mdc	135	~/.claude	convert
cursor/rules/claude-code-sync.mdc	139	~/.claude	convert
cursor/rules/claude-code-sync.mdc	145	~/.claude	convert
cursor/rules/claude-code-sync.mdc	145	~/.claude	convert
cursor/rules/claude-code-sync.mdc	146	~/.claude	convert
cursor/rules/claude-code-sync.mdc	147	~/.claude	convert
cursor/rules/claude-code-sync.mdc	148	~/.claude	convert
cursor/rules/claude-code-sync.mdc	149	~/.claude	convert
cursor/rules/claude-code-sync.mdc	150	~/.claude	convert
cursor/rules/claude-code-sync.mdc	156	~/.claude	convert
cursor/rules/claude-code-sync.mdc	171	~/.claude	convert
cursor/rules/claude-code-sync.mdc	177	~/.claude	convert
README.md	5	~/.claude	keep:legacy-fallback
README.md	37	~/.claude	keep:legacy-fallback
README.md	67	~/.claude	keep:legacy-fallback
README.md	118	~/.claude	keep:legacy-fallback
CLAUDE.md	145	~/.claude	keep:legacy-fallback
permissions/README.md	7	~/.claude	convert
agents-local/README.md	3	~/.claude	convert
agents-local/README.md	11	~/.claude	convert
mcp-local/README.md	15	~/.claude	convert
scripts/lint-settings-base.py	4	~/.claude	keep:code-governed-by-S2
scripts/agentctl/README.md	58	~/.claude	convert
scripts/agentctl/README.md	154	~/.claude	convert
scripts/agentctl/README.md	165	~/.claude	convert
scripts/agentctl/exempt_paths.py	12	~/.claude	keep:code-governed-by-S2
scripts/agentctl/exempt_paths.py	74	~/.claude	keep:code-governed-by-S2
scripts/agentctl/state.py	24	~/.claude	keep:code-governed-by-S2
scripts/set-context-cap.sh	113	~/.claude	keep:code-governed-by-S2
scripts/setup-ccgram.sh	211	$HOME/.claude	keep:code-governed-by-S2
scripts/setup-ccgram.sh	214	~/.claude	keep:code-governed-by-S2
scripts/tests/test_hook_guard_destructive_rm.py	22	~/.claude	keep:code-governed-by-S2
scripts/tests/test_hook_guard_destructive_rm.py	23	$HOME/.claude	keep:code-governed-by-S2
scripts/tests/test_hook_guard_destructive_rm.py	23	~/.claude	keep:code-governed-by-S2
scripts/tests/test_hook_guard_destructive_rm.py	24	$HOME/.claude	keep:code-governed-by-S2
scripts/tests/test_hook_guard_destructive_rm.py	26	~/.claude	keep:code-governed-by-S2
scripts/tests/test_hook_guard_destructive_rm.py	26	~/.claude	keep:code-governed-by-S2
scripts/tests/test_hook_guard_destructive_rm.py	27	~/.claude	keep:code-governed-by-S2
scripts/tests/test_hook_guard_destructive_rm.py	27	~/.claude	keep:code-governed-by-S2
scripts/tests/test_hook_guard_destructive_rm.py	37	~/.claude	keep:code-governed-by-S2
scripts/tests/test_hook_guard_destructive_rm.py	38	~/.claude	keep:code-governed-by-S2
scripts/tests/test_hook_guard_destructive_rm.py	39	~/.claude	keep:code-governed-by-S2
scripts/tests/test_hook_guard_destructive_rm.py	45	~/.claude	keep:code-governed-by-S2
scripts/tests/test_hook_guard_destructive_rm.py	46	~/.claude	keep:code-governed-by-S2
scripts/tests/test_session_start_digest.py	6	~/.claude	keep:code-governed-by-S2
scripts/tests/test_session_start_digest.py	48	~/.claude	keep:code-governed-by-S2
scripts/tests/test_project_registry_roots.py	3	~/.claude	keep:code-governed-by-S2
scripts/tests/test_exempt_paths.py	5	~/.claude	keep:code-governed-by-S2
scripts/tests/test_plan_delivery_gate_hook.py	58	~/.claude	keep:code-governed-by-S2
scripts/tests/test_installer_root_hardcodes.py	31	$HOME/.claude	keep:code-governed-by-S2
scripts/tests/test_hook_scope_track.py	3	~/.claude	keep:code-governed-by-S2
scripts/tests/test_hook_scope_conflict.py	3	~/.claude	keep:code-governed-by-S2
scripts/tests/test_sync_instructions_repo.py	158	~/.claude	keep:code-governed-by-S2
scripts/tests/test_sync_instructions_repo.py	212	~/.claude	keep:code-governed-by-S2
scripts/tests/test_sync_instructions_repo.py	214	~/.claude	keep:code-governed-by-S2
scripts/tests/test_hook_state_gate.py	4	~/.claude	keep:code-governed-by-S2
scripts/tests/test_apply_settings_autocompact.py	4	~/.claude	keep:code-governed-by-S2
scripts/tests/test_apply_settings_autocompact.py	85	$HOME/.claude	keep:code-governed-by-S2
scripts/tests/test_config_root.py	95	~/.claude	keep:code-governed-by-S2
scripts/tests/test_config_root.py	139	~/.claude	keep:code-governed-by-S2
scripts/tests/test_config_root.py	148	~/.claude	keep:code-governed-by-S2
scripts/tests/test_config_root.py	157	~/.claude	keep:code-governed-by-S2
scripts/tests/test_config_root.py	165	~/.claude	keep:code-governed-by-S2
scripts/tests/test_config_root.py	176	$HOME/.claude	keep:code-governed-by-S2
scripts/tests/test_config_root.py	293	~/.claude	keep:code-governed-by-S2
scripts/tests/test_config_root.py	339	~/.claude	keep:code-governed-by-S2
scripts/tests/test_spawn_specialist_skill_path.py	2	~/.claude	keep:code-governed-by-S2
scripts/tests/test_verify_config_root_refs.py	1	~/.claude	keep:code-governed-by-S2
scripts/tests/test_verify_config_root_refs.py	2	$HOME/.claude	keep:code-governed-by-S2
scripts/tests/test_verify_config_root_refs.py	26	~/.claude	keep:code-governed-by-S2
scripts/tests/test_verify_config_root_refs.py	32	~/.claude	keep:code-governed-by-S2
scripts/tests/test_verify_config_root_refs.py	44	~/.claude	keep:code-governed-by-S2
scripts/tests/test_verify_config_root_refs.py	45	~/.claude	keep:code-governed-by-S2
scripts/tests/test_verify_config_root_refs.py	52	~/.claude	keep:code-governed-by-S2
scripts/tests/test_verify_config_root_refs.py	54	$HOME/.claude	keep:code-governed-by-S2
scripts/tests/test_verify_config_root_refs.py	64	~/.claude	keep:code-governed-by-S2
scripts/tests/test_verify_config_root_refs.py	79	~/.claude	keep:code-governed-by-S2
scripts/tests/test_verify_config_root_refs.py	84	~/.claude	keep:code-governed-by-S2
scripts/tests/test_verify_config_root_refs.py	88	~/.claude	keep:code-governed-by-S2
scripts/tests/test_verify_config_root_refs.py	96	~/.claude	keep:code-governed-by-S2
scripts/tests/test_hook_resolution_state.py	68	~/.claude	keep:code-governed-by-S2
scripts/tests/test_session_isolate.py	13	~/.claude	keep:code-governed-by-S2
scripts/tests/test_setup_project_memory.py	5	$HOME/.claude	keep:code-governed-by-S2
scripts/session-isolate.sh	17	~/.claude	keep:code-governed-by-S2
scripts/session-isolate.sh	26	~/.claude	keep:code-governed-by-S2
scripts/hook-prewrite-plan-check.py	10	~/.claude	keep:code-governed-by-S2
scripts/hook-prewrite-plan-check.py	21	~/.claude	keep:code-governed-by-S2
scripts/hook-prewrite-plan-check.py	136	~/.claude	keep:code-governed-by-S2
scripts/hook-prewrite-plan-check.py	138	~/.claude	keep:code-governed-by-S2
scripts/README.md	29	~/.claude	keep:legacy-fallback
scripts/README.md	65	~/.claude	keep:legacy-fallback
scripts/README.md	91	~/.claude	keep:enumerator-self-ref
scripts/README.md	91	$HOME/.claude	keep:enumerator-self-ref
scripts/hook-guard-destructive-rm.py	6	$HOME/.claude	keep:code-governed-by-S2
scripts/hook-guard-destructive-rm.py	7	$HOME/.claude	keep:code-governed-by-S2
scripts/hook-guard-destructive-rm.py	13	$HOME/.claude	keep:code-governed-by-S2
scripts/hook-guard-destructive-rm.py	44	~/.claude	keep:code-governed-by-S2
scripts/hook-guard-destructive-rm.py	141	~/.claude	keep:code-governed-by-S2
scripts/setup-project-memory.sh	17	~/.claude	keep:code-governed-by-S2
scripts/setup-project-memory.sh	22	~/.claude	keep:code-governed-by-S2
scripts/setup-project-memory.sh	61	$HOME/.claude	keep:code-governed-by-S2
scripts/cost-report.py	354	~/.claude	keep:code-governed-by-S2
scripts/session-start-digest.sh	57	~/.claude	keep:code-governed-by-S2
scripts/session-start-digest.sh	69	$HOME/.claude	keep:code-governed-by-S2
scripts/session-start-digest.sh	70	$HOME/.claude	keep:code-governed-by-S2
scripts/install-reminder-hooks.sh	65	~/.claude	keep:code-governed-by-S2
scripts/hook-state-gate.py	18	~/.claude	keep:code-governed-by-S2
scripts/verify-config-root-refs.py	2	~/.claude	keep:code-governed-by-S2
scripts/verify-config-root-refs.py	2	$HOME/.claude	keep:code-governed-by-S2
scripts/verify-config-root-refs.py	5	~/.claude	keep:code-governed-by-S2
scripts/verify-config-root-refs.py	23	~/.claude	keep:code-governed-by-S2
scripts/verify-config-root-refs.py	23	$HOME/.claude	keep:code-governed-by-S2
scripts/verify-config-root-refs.py	216	~/.claude	keep:code-governed-by-S2
scripts/verify-config-root-refs.py	216	$HOME/.claude	keep:code-governed-by-S2
scripts/lib/config_root.py	18	~/.claude	keep:code-governed-by-S2
scripts/lib/config_root.py	26	~/.claude	keep:code-governed-by-S2
scripts/lib/config_root.py	90	~/.claude	keep:code-governed-by-S2
scripts/lib/config_root.py	93	~/.claude	keep:code-governed-by-S2
scripts/lib/config-root.sh	2	$HOME/.claude	keep:code-governed-by-S2
scripts/lib/config-root.sh	5	~/.claude	keep:code-governed-by-S2
scripts/lib/config-root.sh	22	~/.claude	keep:code-governed-by-S2
scripts/lib/config-root.sh	31	$HOME/.claude	keep:code-governed-by-S2
scripts/lib/config-root.sh	36	~/.claude	keep:code-governed-by-S2
scripts/lib/config-root.sh	37	~/.claude	keep:code-governed-by-S2
scripts/lib/config-root.sh	43	$HOME/.claude	keep:code-governed-by-S2
scripts/lib/config-root.sh	44	$HOME/.claude	keep:code-governed-by-S2
scripts/lib/config-root.sh	51	$HOME/.claude	keep:code-governed-by-S2
scripts/stamp-memory-dates.py	25	~/.claude	keep:code-governed-by-S2
scripts/verify-agentctl.py	47	~/.claude	keep:code-governed-by-S2
scripts/verify-instructions-sync.sh	87	~/.claude	keep:code-governed-by-S2
scripts/claude-launchers.sh	13	~/.claude	keep:code-governed-by-S2
scripts/difficulty_channel/authority.py	11	~/.claude	keep:code-governed-by-S2
scripts/project_entry/projects.sh	27	~/.claude	keep:code-governed-by-S2
scripts/project_entry/projects.sh	36	$HOME/.claude	keep:code-governed-by-S2
scripts/project_entry/projects.sh	37	$HOME/.claude	keep:code-governed-by-S2
scripts/project_entry/registry.sh	45	~/.claude	keep:code-governed-by-S2
scripts/project_entry/registry.sh	56	~/.claude	keep:code-governed-by-S2
scripts/project_entry/registry.sh	65	$HOME/.claude	keep:code-governed-by-S2
scripts/project_entry/projects.py	294	~/.claude	keep:code-governed-by-S2
scripts/spawn-cursor-specialist.py	192	~/.claude	keep:code-governed-by-S2
scripts/spawn-cursor-specialist.py	276	~/.claude	keep:code-governed-by-S2
scripts/verify-layout-contract.sh	167	~/.claude	keep:code-governed-by-S2
scripts/verify-layout-contract.sh	173	~/.claude	keep:code-governed-by-S2
scripts/verify-layout-contract.sh	174	$HOME/.claude	keep:code-governed-by-S2
scripts/verify-layout-contract.sh	175	~/.claude	keep:code-governed-by-S2
scripts/verify-layout-contract.sh	175	~/.claude	keep:code-governed-by-S2
scripts/verify-layout-contract.sh	179	$HOME/.claude	keep:code-governed-by-S2
scripts/verify-layout-contract.sh	180	~/.claude	keep:code-governed-by-S2
scripts/policy-scorecard.py	12	~/.claude	keep:code-governed-by-S2
scripts/policy-scorecard.py	81	~/.claude	keep:code-governed-by-S2
scripts/policy-scorecard.py	821	~/.claude	keep:code-governed-by-S2
scripts/onboard.sh	91	~/.claude	keep:code-governed-by-S2
scripts/coordinate-task.py	131	~/.claude	keep:code-governed-by-S2
scripts/setup-symlinks.sh	187	~/.claude	keep:code-governed-by-S2
